"tweetid","name","inreplyuserid","createdat","timezone","friendscount","accountcreated","location","userid","xcoordinate","message","screenname","favoritecount","followerscount","inreplytweetid","retweetcount","utcoffset","ycoordinate","dataagent","place","inreplyscreenname","category","annotation"
1382975102791213059,"PeteRobo",-1,"2021-04-16 08:32:13","None",59,"Sun Jul 16 04:32:21 +0000 2017","The Philippines",886443361242030080,"None","RT @JamesMelville: Vaccine passports are a form of psychological coercion to give people social freedoms while taking away personal health…","PeterRobo63",0,27,-1,0,"None","None","JS Listener","None","None","vaccine ",-1
1382975103353323522,"Dharmeswar Gogoi",-1,"2021-04-16 08:32:13","None",223,"Sun Feb 26 16:01:53 +0000 2012","Naojan , Assam , India ",504676791,"None","RT @amitmalviya: Some states have raised the issue of vaccine shortages. Vaccine manufacturers are facing problems in procuring adjuvants f…","dharmeswargogol",0,106,-1,0,"None","None","JS Listener","None","None","vaccine ",-1
1382975063234904064,"LaRatta93",-1,"2021-04-16 08:32:04","None",14,"Wed Feb 17 21:36:28 +0000 2021","None",1362153940540919811,"None","RT @JamesMelville: Vaccine passports are a form of psychological coercion to give people social freedoms while taking away personal health…","LRatta93",0,2,-1,0,"None","None","JS Listener","None","None","vaccine ",-1
1382975059736760320,"Trent",-1,"2021-04-16 08:32:03","None",103,"Sun Sep 01 00:47:02 +0000 2019","Grande Prairie, Alberta",1167961988762411008,"None","RT @danielkotzin: I won’t get a Covid vaccine unless absolutely forced to.  I don’t wear a mask unless absolutely forced to.  I never voted…","Trent49949923",0,19,-1,0,"None","None","JS Listener","None","None","vaccine ",-1
1382975055597088770,"Kunal Shah",-1,"2021-04-16 08:32:02","None",1203,"Fri Apr 17 06:34:21 +0000 2009","Bengaluru, India",32332988,"None","In 1918, Spanish Flu caused disproportionate damage in second wave than in first wave.   COVID is not over. None of us are safe till we are fully vaccinated.   Let’s do our bit to making the damage minimal.","kunalb11",0,280755,-1,0,"None","None","JS Listener","None","None","vaccine ",-1
1382975015923150848,"Jean Difford🌸",-1,"2021-04-16 08:31:52","None",1781,"Sat Aug 20 12:26:03 +0000 2016","East, England",766974575666167808,"None","RT @JamesMelville: Vaccine passports are a form of psychological coercion to give people social freedoms while taking away personal health…","JeanDifford",0,1158,-1,0,"None","None","JS Listener","None","None","vaccine ",-1
1382975003071696898,"Pixty",-1,"2021-04-16 08:31:49","None",106,"Mon Jul 20 19:27:47 +0000 2020","None",1285295149082447872,"None","RT @MichaelPSenger: On April 10, China began downplaying their own vaccine. This is EXTRAORDINARY as the CCP never admits fault for anythin…","Pixty3",0,217,-1,0,"None","None","JS Listener","None","None","vaccine ",-1
1382974989981392897,"Not Me",-1,"2021-04-16 08:31:46","None",502,"Tue Feb 10 03:16:25 +0000 2015","None",3027581723,"None","Vaccine Recalled After Two People Who Took It Fell Down A Manhole And Died https://t.co/hzv9BDi2LB via @TheBabylonBee","randallbrunt",0,213,-1,0,"None","None","JS Listener","None","None","vaccine ",-1
1382974957790101506,"tracey",-1,"2021-04-16 08:31:39","None",120,"Tue Nov 29 22:35:10 +0000 2011","None",424556133,"None","RT @JamesMelville: Vaccine passports are a form of psychological coercion to give people social freedoms while taking away personal health…","ttaceyp",0,40,-1,0,"None","None","JS Listener","None","None","vaccine ",-1
1382974891322978304,"Shaun Zoka.I don$q$t consent to testing/House Arrest",-1,"2021-04-16 08:31:23","None",597,"Wed Apr 03 07:27:57 +0000 2019","HMP England  House Arrest",1113342356932177920,"None","RT @leebee999: Healthy young mum dies after both doses of Pfizer vaccine  Whether her death is linked or not, Vax manufacturers are immune…","ZokaShaun",0,683,-1,0,"None","None","JS Listener","None","None","vaccine ",-1
1382974889150328834,"Tor Sten",-1,"2021-04-16 08:31:22","None",299,"Wed Oct 14 20:35:06 +0000 2015","None",3958916799,"None","RT @reasonoverfear: Fauci admits to LYING about Covid-19 herd immunity threshold to manipulate public support for vaccine, moves goal post…","FredrikArre",0,111,-1,0,"None","None","JS Listener","None","None","vaccine ",-1
1382974847236632578,"Emma Thurlbeck",-1,"2021-04-16 08:31:12","None",74,"Sat Sep 20 20:25:21 +0000 2014","None",2778209399,"None","RT @JamesMelville: Vaccine passports are a form of psychological coercion to give people social freedoms while taking away personal health…","norsemma",0,10,-1,0,"None","None","JS Listener","None","None","vaccine ",-1
1382974838076100608,"TamlukBJP",-1,"2021-04-16 08:31:10","None",426,"Wed Sep 16 04:15:15 +0000 2020","None",1306084077821259776,"None","RT @amitmalviya: Some states have raised the issue of vaccine shortages. Vaccine manufacturers are facing problems in procuring adjuvants f…","TamlukB",0,665,-1,0,"None","None","JS Listener","None","None","vaccine ",-1
1382974820225277954,"Jill Withers",-1,"2021-04-16 08:31:06","None",196,"Sat Apr 18 02:33:36 +0000 2009","United Kingdom",32740871,"None","RT @JamesMelville: Vaccine passports are a form of psychological coercion to give people social freedoms while taking away personal health…","jillwithers",0,55,-1,0,"None","None","JS Listener","None","None","vaccine ",-1
1382974818899931137,"Linda Lock",-1,"2021-04-16 08:31:05","None",111,"Wed Aug 16 07:06:51 +0000 2017","None",897716266911358978,"None","RT @JamesMelville: Vaccine passports are a form of psychological coercion to give people social freedoms while taking away personal health…","LindaLock989",0,37,-1,0,"None","None","JS Listener","None","None","vaccine ",-1
1382974814508478465,"JW",-1,"2021-04-16 08:31:04","None",6982,"Fri Dec 06 16:12:33 +0000 2019","#DefundTheWEF #DefundtheBBC",1202984138564878336,"None","RT @JamesMelville: Vaccine passports are a form of psychological coercion to give people social freedoms while taking away personal health…","JaniceW78256134",0,7685,-1,0,"None","None","JS Listener","None","None","vaccine ",-1
1382974814944698373,"Jacquelyn Jhingree, PhD (get #vaccinated)",1542243720,"2021-04-16 08:31:04","None",1896,"Mon Jun 24 01:57:20 +0000 2013","Canada, UK, Guyana 🌎",1542243720,"None","Don’t waste time making head to head comparison of vaccines, the best vaccine is the one you take.  https://t.co/cbR7aGCbo3","Sciency_Jax",0,781,1382684445136850948,0,"None","None","JS Listener","None","Sciency_Jax","vaccine ",-1
1382974736724992000,"ओम प्रकाश कांठेड़ ex-IRS",-1,"2021-04-16 08:30:46","None",163,"Thu Apr 29 10:16:28 +0000 2010","Bhilwara ( Rajasthan )",138364205,"None","RT @amitmalviya: Some states have raised the issue of vaccine shortages. Vaccine manufacturers are facing problems in procuring adjuvants f…","opkanther",0,163,-1,0,"None","None","JS Listener","None","None","vaccine ",-1
1382972730740412416,"Cathryn Loftus",918200627213295618,"2021-04-16 08:22:48","None",1308,"Mon Apr 20 03:20:59 +0000 2009","Perth, Western Australia",33404054,"None","@mode_soleil @FreedomIsrael_ The end game mode_soleil  is for people to do their research &amp; NOT be controlled, manipulated, be in fear, be murdered by vaccine. . Its time to see the truth, fight for freedom, democracy, liberty &amp; justice https://t.co/fF6Lwh85kx","cartyr",0,235,1382971311962664962,0,"None","None","JS Listener","None","mode_soleil","vaccine ",-1
1382972714697203712,"LK9",-1,"2021-04-16 08:22:44","None",232,"Wed Mar 03 22:51:57 +0000 2021","None",1367246339730333702,"None","RT @JamesMelville: Vaccine passports are a form of psychological coercion to give people social freedoms while taking away personal health…","LK994561126",0,18,-1,0,"None","None","JS Listener","None","None","vaccine ",-1
1382972709626331136,"RighteousSpankin",-1,"2021-04-16 08:22:43","None",5043,"Thu Feb 07 14:03:20 +0000 2019","None",1093510526389444608,"None","RT @leebee999: 1000’s of adverse reactions &amp; deaths due to Vaccines, but why aren’t we being bombarded with fear figures daily, as we were…","SpankinR",0,5054,-1,0,"None","None","JS Listener","None","None","vaccine ",-1
1382972709626331136,"RighteousSpankin",-1,"2021-04-16 08:22:43","None",5043,"Thu Feb 07 14:03:20 +0000 2019","None",1093510526389444608,"None","RT @leebee999: 1000’s of adverse reactions &amp; deaths due to Vaccines, but why aren’t we being bombarded with fear figures daily, as we were…","SpankinR",0,5054,-1,0,"None","None","JS Listener","None","None","vaccine ",-1
1382972694182854664,"Jess O’Reilly 🦋",22993014,"2021-04-16 08:22:39","None",723,"Sat Oct 03 21:41:08 +0000 2015","None",3774197720,"None","@9NewsAUS #ScottyFromPhotoOps doesn’t understand what he’s done. Memes this week:  1. Scotty whacking Josh coming for his job  2.Crouching tiger, hidden vaccine   3.Moving the vaccine goal posts   4.Pushing away the AZ vaccine   5.Running from Christine Holgate   I’m 😂💀","JessOreilly1997",0,253,1382906946596990977,0,"None","None","JS Listener","None","9NewsAUS","vaccine ",-1
1382972681440608256,"Alex",-1,"2021-04-16 08:22:36","None",31,"Wed Apr 26 10:18:13 +0000 2017","München, Bayern",857176985226924032,"None","RT @JamesMelville: Vaccine passports are a form of psychological coercion to give people social freedoms while taking away personal health…","Muwattalli",0,3,-1,0,"None","None","JS Listener","None","None","vaccine ",-1
1382972633801752576,"dishing pump",33423,"2021-04-16 08:22:24","None",100,"Wed Mar 11 08:37:25 +0000 2009","UK",23738584,"None","@gruber I think you$q$re wrong to throw shade on FDA etc re: vaccine CVT risk. The drug safety process tracks adverse effects, and that it$q$s being used here shows that we can trust the safety of vaccines. To throw the rulebook out the window because COVID would undermine that trust","slippyr4",0,45,-1,0,"None","None","JS Listener","None","gruber","vaccine ",-1
1382972604361871361,"DV",-1,"2021-04-16 08:22:17","None",273,"Thu Jan 25 12:29:02 +0000 2018","England, United Kingdom",956504181405306880,"None","RT @JamesMelville: Vaccine passports are a form of psychological coercion to give people social freedoms while taking away personal health…","Yukkybeans",0,24,-1,0,"None","None","JS Listener","None","None","vaccine ",-1
1382972593511227395,"Jonathan Rodgers",-1,"2021-04-16 08:22:15","None",99,"Mon Feb 02 07:25:13 +0000 2009","Watford",19897204,"None","RT @paulwaugh: Rushed Vaccine Passports Would Do More Harm Than Good.  @instituteforgov$q$s @tom_sasse blogs for @HuffPostUK   https://t.co/k…","popsider",0,721,-1,0,"None","None","JS Listener","None","None","vaccine ",-1
1382972579443572737,"T",-1,"2021-04-16 08:22:11","None",907,"Thu Jul 18 21:24:58 +0000 2013","England, United Kingdom",1604396971,"None","RT @JamesMelville: Vaccine passports are a form of psychological coercion to give people social freedoms while taking away personal health…","T0mMytWoT0eS",0,259,-1,0,"None","None","JS Listener","None","None","vaccine ",-1
1382972516826746880,"Pharmacy Podcast Network",-1,"2021-04-16 08:21:57","None",7048,"Fri Oct 23 14:35:21 +0000 2009","United States",84605478,"None","COVID-19 Vaccine Alleged Infertility by @LetsPharmonize 🎙   https://t.co/Y5VvaCD8A3","PharmacyPodcast",0,25062,-1,0,"None","None","JS Listener","None","None","vaccine ",-1
1382972474229358593,"Hana Rosé♐♏♒",875530139286683648,"2021-04-16 08:21:46","None",305,"Fri Jun 16 01:47:06 +0000 2017","Melbourne, Victoria",875530139286683648,"None","I$q$ve also heard of people still contracting and spreading it after receiving vaccine.","hana_rosay",0,329,1382972142820626432,0,"None","None","JS Listener","None","hana_rosay","vaccine ",-1
1382972464897003523,"VARUSAI",-1,"2021-04-16 08:21:44","None",429,"Sun Mar 22 19:25:39 +0000 2015","Tamil Nadu, India",3103611360,"None","To early to say vaccine induced thrombotic event #Vivek","Doc_varusai",0,151,-1,0,"None","None","JS Listener","None","None","vaccine ",-1
1382972453740281856,"Blair Bright",-1,"2021-04-16 08:21:42","None",1173,"Tue Sep 24 10:10:49 +0000 2019","Great Britain",1176437763656298497,"None","RT @IsabelOakeshott: URGENT: Do you believe in forced vaccination? If not, please support this landmark legal case with whatever you can ma…","Coupdtat4",0,1172,-1,0,"None","None","JS Listener","None","None","vaccine ",-1
1382972453740281856,"Blair Bright",-1,"2021-04-16 08:21:42","None",1173,"Tue Sep 24 10:10:49 +0000 2019","Great Britain",1176437763656298497,"None","RT @IsabelOakeshott: URGENT: Do you believe in forced vaccination? If not, please support this landmark legal case with whatever you can ma…","Coupdtat4",0,1172,-1,0,"None","None","JS Listener","None","None","vaccine ",-1
1382972406852169729,"Tony Wilson",-1,"2021-04-16 08:21:30","None",4534,"Fri Dec 14 16:51:17 +0000 2018","South West, England",1073621458495115264,"None","You should never give into coercion.  The vaccine is your choice.  Excellent that the Govt have made it available, but it must be for individuals to choose whether or not to have it.Think make that clear. It is a private matter between you and your Dr and discuss something else.","TonyWil29738019",0,3659,-1,0,"None","None","JS Listener","None","None","vaccine ",-1
1382972399667322881,"Bill F",-1,"2021-04-16 08:21:29","None",72,"Wed Jun 27 19:40:29 +0000 2012","None",620281547,"None","RT @IsabelOakeshott: URGENT: Do you believe in forced vaccination? If not, please support this landmark legal case with whatever you can ma…","mfc815",0,199,-1,0,"None","None","JS Listener","None","None","vaccine ",-1
1382972399667322881,"Bill F",-1,"2021-04-16 08:21:29","None",72,"Wed Jun 27 19:40:29 +0000 2012","None",620281547,"None","RT @IsabelOakeshott: URGENT: Do you believe in forced vaccination? If not, please support this landmark legal case with whatever you can ma…","mfc815",0,199,-1,0,"None","None","JS Listener","None","None","vaccine ",-1
1382972387713560576,"Derick Norton",-1,"2021-04-16 08:21:26","None",2494,"Sun Jul 28 16:09:46 +0000 2013","London",1628206670,"None","RT @JamesMelville: Vaccine passports are a form of psychological coercion to give people social freedoms while taking away personal health…","oldtoonloon",0,2393,-1,0,"None","None","JS Listener","None","None","vaccine ",-1
1382972383670128640,"Thomas",-1,"2021-04-16 08:21:25","None",263,"Tue Mar 03 08:19:37 +0000 2020","None",1234755257130831873,"None","People getting affected after putting Vaccine 🙄😕","Peaky_Punter",0,835,-1,0,"None","None","JS Listener","None","None","vaccine ",-1
1382972367153078273,"Les",-1,"2021-04-16 08:21:21","None",3260,"Sat Jul 16 19:14:49 +0000 2016","None",754393868443979776,"None","RT @JamesMelville: Vaccine passports are a form of psychological coercion to give people social freedoms while taking away personal health…","lesmagrittes",0,2254,-1,0,"None","None","JS Listener","None","None","vaccine ",-1
1382972369292075015,"Narendra Modi fan and follower",-1,"2021-04-16 08:21:21","None",8,"Thu Apr 15 13:56:34 +0000 2021","None",1382694259590107151,"None","RT @amitmalviya: Some states have raised the issue of vaccine shortages. Vaccine manufacturers are facing problems in procuring adjuvants f…","Narendr77221819",0,2,-1,0,"None","None","JS Listener","None","None","vaccine ",-1
1382972346290610177,"asiboi",-1,"2021-04-16 08:21:16","None",123,"Fri Oct 16 09:56:46 +0000 2020","None",1317041738247188482,"None","RT @Lukewearechange: Vaccine passports = total control https://t.co/jFCmFlURQY","asiboi2",0,8,-1,0,"None","None","JS Listener","None","None","vaccine ",-1
1382970599983697921,"ً",-1,"2021-04-16 08:14:20","None",268,"Wed Apr 29 03:19:55 +0000 2009","Tampa, FL",36272429,"None","RT @SavinTheBees: Me after taking my covid vaccine shots 😳 https://t.co/b7sWoW5CxC","tylerxox3",0,2495,-1,0,"None","None","JS Listener","None","None","vaccine ",-1
1382970599983697921,"ً",-1,"2021-04-16 08:14:20","None",268,"Wed Apr 29 03:19:55 +0000 2009","Tampa, FL",36272429,"None","RT @SavinTheBees: Me after taking my covid vaccine shots 😳 https://t.co/b7sWoW5CxC","tylerxox3",0,2495,-1,0,"None","None","JS Listener","None","None","vaccine ",-1
1382970591158939649,"Muddy Boots",-1,"2021-04-16 08:14:17","None",242,"Sun Jun 24 20:12:07 +0000 2012","United Kingdom",617431430,"None","RT @danielkotzin: This is truly sickening. They are injecting Covid vaccines into infants to see if they are safe. These babies are not gui…","Sampadoodle",0,20,-1,0,"None","None","JS Listener","None","None","vaccine ",-1
1382970553284194309,"stephen keena",-1,"2021-04-16 08:14:08","None",1176,"Thu Jun 04 20:54:51 +0000 2020","None",1268647272868388868,"None","Dr. Fauci Admits That Knut Wittkowski Was Right - The Vaccine is USELESS https://t.co/2QGU2oUL13 via @YouTube","stephen_keena",0,681,-1,0,"None","None","JS Listener","None","None","vaccine ",-1
1382970513102934016,"Janie Still",-1,"2021-04-16 08:13:59","None",382,"Wed Nov 10 20:52:41 +0000 2010","Hampshire, UK",214205456,"None","Study: Covid Vaccines May “Sensitize Vaccine Recipients To More Severe Disease” - https://t.co/U0sGb0gcdP","carryoncovid",0,164,-1,0,"None","None","JS Listener","None","None","vaccine ",-1
1382970499844567044,"Terrence Chester #SewerRatsRule",-1,"2021-04-16 08:13:56","None",1707,"Sat Mar 21 05:32:12 +0000 2015","Perth W.A. #WAitAWhile #WestAu",3101007229,"None","RT @wendycollins62: @ChloeBouras @10NewsFirst He’s just taking the pi$$ now ... all this blokey high vis BS is just a distraction from his…","udderrunner",0,1719,-1,0,"None","None","JS Listener","None","None","vaccine ",-1
1382970499844567044,"Terrence Chester #SewerRatsRule",-1,"2021-04-16 08:13:56","None",1707,"Sat Mar 21 05:32:12 +0000 2015","Perth W.A. #WAitAWhile #WestAu",3101007229,"None","RT @wendycollins62: @ChloeBouras @10NewsFirst He’s just taking the pi$$ now ... all this blokey high vis BS is just a distraction from his…","udderrunner",0,1719,-1,0,"None","None","JS Listener","None","None","vaccine ",-1
1382970492924035072,"Virginia Nicholls",1372706020036915209,"2021-04-16 08:13:54","None",324,"Tue Jul 16 06:46:21 +0000 2013","None",1597743259,"None","@Kirsty93334571 This is the best FB site I’ve found detailing hundreds of Covid vaccine deaths &amp; injuries. Harrowing &amp; heartbreaking.  https://t.co/VqQZA0oxP2 https://t.co/RwByh8tDK9","Virg2101",0,33,1382624650027491328,0,"None","None","JS Listener","None","Kirsty93334571","vaccine ",-1
1382970449009598469,"Rizvi Nazrina",-1,"2021-04-16 08:13:44","None",532,"Tue Apr 13 17:56:25 +0000 2021","None",1382029684783816704,"None","RT @NanbanDinesh: Is this Covid Vaccine Effect ??😣🙄 #GetwellSoonVivek @Actor_Vivek #vaccine #COVID19 https://t.co/p0COQ8aV8M","RizviNazrina",0,194,-1,0,"None","None","JS Listener","None","None","vaccine ",-1
1382970433616683009,"CJ",-1,"2021-04-16 08:13:40","None",3146,"Mon Aug 10 11:14:25 +0000 2020","South East, England",1292781234586898435,"None","RT @IsabelOakeshott: URGENT: Do you believe in forced vaccination? If not, please support this landmark legal case with whatever you can ma…","CJforeveryoung",0,897,-1,0,"None","None","JS Listener","None","None","vaccine ",-1
1382970433616683009,"CJ",-1,"2021-04-16 08:13:40","None",3146,"Mon Aug 10 11:14:25 +0000 2020","South East, England",1292781234586898435,"None","RT @IsabelOakeshott: URGENT: Do you believe in forced vaccination? If not, please support this landmark legal case with whatever you can ma…","CJforeveryoung",0,897,-1,0,"None","None","JS Listener","None","None","vaccine ",-1
1382970395742060545,"Alts Bundy",-1,"2021-04-16 08:13:31","None",89,"Sat Feb 27 07:11:55 +0000 2021","None",1365560212485246977,"None","RT @JamesMelville: Vaccine passports are a form of psychological coercion to give people social freedoms while taking away personal health…","BundyAlts",0,22,-1,0,"None","None","JS Listener","None","None","vaccine ",-1
1382970349554442241,"[Mike] ISME",1327676971212533766,"2021-04-16 08:13:20","None",388,"Sun Nov 23 16:42:19 +0000 2014","New Jersey, USA",2889363069,"None","@TheScottishPele @cnnbrk Dems are pro-choice so I don$q$t have to get the vaccine. My body my choice. Anyone else that can get sick is just a clump of cells","isme_tweets",0,322,1382962089556381696,0,"None","None","JS Listener","None","TheScottishPele","vaccine ",-1
1382970351806599169,"Rohan Rangdal",-1,"2021-04-16 08:13:20","None",164,"Sat Oct 17 07:44:57 +0000 2020","Basavaklyan ",1317370937017204738,"None","RT @amitmalviya: Some states have raised the issue of vaccine shortages. Vaccine manufacturers are facing problems in procuring adjuvants f…","RohanRangdal4",0,399,-1,0,"None","None","JS Listener","None","None","vaccine ",-1
1382970337495822337,"Agasha Linette",-1,"2021-04-16 08:13:17","None",413,"Fri Nov 16 20:14:51 +0000 2018","None",1063525826841509889,"None","RT @citizentvkenya: DR. Victor Ng’ani, Critical Care Doctor: COVID-19 causes 40,000 times more clots than the AstraZeneca vaccine. Risk of…","K1agashaL",0,362,-1,0,"None","None","JS Listener","None","None","vaccine ",-1
1382970321037316098,"Debrago",-1,"2021-04-16 08:13:13","None",549,"Wed Apr 14 19:30:57 +0000 2010","london",133006767,"None","RT @IsabelOakeshott: URGENT: Do you believe in forced vaccination? If not, please support this landmark legal case with whatever you can ma…","DebbieBradnum",0,176,-1,0,"None","None","JS Listener","None","None","vaccine ",-1
1382970321037316098,"Debrago",-1,"2021-04-16 08:13:13","None",549,"Wed Apr 14 19:30:57 +0000 2010","london",133006767,"None","RT @IsabelOakeshott: URGENT: Do you believe in forced vaccination? If not, please support this landmark legal case with whatever you can ma…","DebbieBradnum",0,176,-1,0,"None","None","JS Listener","None","None","vaccine ",-1
1382970303937183746,"HMWright😊⭐️🥛🌸",-1,"2021-04-16 08:13:09","None",928,"Tue Feb 25 16:24:27 +0000 2014","United Kingdom",2365202140,"None","RT @JamesMelville: Vaccine passports are a form of psychological coercion to give people social freedoms while taking away personal health…","HeatherWright20",0,273,-1,0,"None","None","JS Listener","None","None","vaccine ",-1
1382970295515021313,"CatBio",-1,"2021-04-16 08:13:07","None",438,"Mon Jan 11 08:57:23 +0000 2021","Gothenburg, Sweden",1348554442052931585,"None","Vaccine link to serious clotting disorder firms up https://t.co/b9CaircgYE","CatBio85",0,30,-1,0,"None","None","JS Listener","None","None","vaccine ",-1
1382970281975758849,"UserWalls - news aggregator",-1,"2021-04-16 08:13:04","None",284,"Wed Nov 11 07:21:16 +0000 2020","None",1326424637127979010,"None","#covid #healthcare #vaccine #government #vaccines #africa #malawi #covid19 #be https://t.co/VDr8tGbdp6","UserWallsCom",0,2,-1,0,"None","None","JS Listener","None","None","vaccine ",-1
1382970248878510080,"Piko",-1,"2021-04-16 08:12:56","None",133,"Tue Jan 27 13:35:26 +0000 2015","UK ",3001371275,"None","RT @JamesMelville: Vaccine passports are a form of psychological coercion to give people social freedoms while taking away personal health…","Parton_30",0,22,-1,0,"None","None","JS Listener","None","None","vaccine ",-1
1382970249268523010,"Deepak Patel",-1,"2021-04-16 08:12:56","None",99,"Fri Apr 16 17:05:56 +0000 2010","None",133796288,"None","RT @amitmalviya: Some states have raised the issue of vaccine shortages. Vaccine manufacturers are facing problems in procuring adjuvants f…","deep_spatel",0,87,-1,0,"None","None","JS Listener","None","None","vaccine ",-1
1382970218960543744,"Susan",-1,"2021-04-16 08:12:49","None",71,"Wed Dec 23 10:14:25 +0000 2020","None",1341688503873265665,"None","RT @JamesMelville: Vaccine passports are a form of psychological coercion to give people social freedoms while taking away personal health…","hadmorethanenuf",0,3,-1,0,"None","None","JS Listener","None","None","vaccine ",-1
1382970217442205703,"Wyn De Tracy",-1,"2021-04-16 08:12:48","None",686,"Tue Nov 05 10:39:37 +0000 2019","Cardiff",1191666310696120321,"None","RT @IsabelOakeshott: URGENT: Do you believe in forced vaccination? If not, please support this landmark legal case with whatever you can ma…","wyn_tracy",0,433,-1,0,"None","None","JS Listener","None","None","vaccine ",-1
1382970217442205703,"Wyn De Tracy",-1,"2021-04-16 08:12:48","None",686,"Tue Nov 05 10:39:37 +0000 2019","Cardiff",1191666310696120321,"None","RT @IsabelOakeshott: URGENT: Do you believe in forced vaccination? If not, please support this landmark legal case with whatever you can ma…","wyn_tracy",0,433,-1,0,"None","None","JS Listener","None","None","vaccine ",-1
1382969914487623680,"Ian Williams #KBF",-1,"2021-04-16 08:11:36","None",3681,"Thu Apr 09 21:05:22 +0000 2009","Mountaineering, Climbing, Xbox",30067247,"None","RT @reasonoverfear: Fauci admits to LYING about Covid-19 herd immunity threshold to manipulate public support for vaccine, moves goal post…","wotsinaname",0,530,-1,0,"None","None","JS Listener","None","None","vaccine ",-1
1382969908460408833,"@littleH67",-1,"2021-04-16 08:11:35","None",167,"Tue Aug 18 21:57:00 +0000 2020","None",1295842100337156101,"None","RT @JamesMelville: Vaccine passports are a form of psychological coercion to give people social freedoms while taking away personal health…","teaandcakeh",0,12,-1,0,"None","None","JS Listener","None","None","vaccine ",-1
1382969622857715713,"Neil Harrison",-1,"2021-04-16 08:10:27","None",441,"Wed Mar 06 22:24:09 +0000 2019","United Kingdom",1103421033028243457,"None","RT @JamesMelville: Vaccine passports are a form of psychological coercion to give people social freedoms while taking away personal health…","NeilHar38005083",0,339,-1,0,"None","None","JS Listener","None","None","vaccine ",-1
1382969594357411841,"pompeyroyal",-1,"2021-04-16 08:10:20","None",472,"Thu Feb 19 10:15:06 +0000 2009","London, KY",21287699,"None","RT @IsabelOakeshott: URGENT: Do you believe in forced vaccination? If not, please support this landmark legal case with whatever you can ma…","pompeyroyal",0,127,-1,0,"None","None","JS Listener","None","None","vaccine ",-1
1382969594357411841,"pompeyroyal",-1,"2021-04-16 08:10:20","None",472,"Thu Feb 19 10:15:06 +0000 2009","London, KY",21287699,"None","RT @IsabelOakeshott: URGENT: Do you believe in forced vaccination? If not, please support this landmark legal case with whatever you can ma…","pompeyroyal",0,127,-1,0,"None","None","JS Listener","None","None","vaccine ",-1
1382967435616129025,"SVatsal",-1,"2021-04-16 08:01:45","None",1110,"Sun Oct 10 19:08:54 +0000 2010","India",200967107,"None","RT @amitmalviya: Some states have raised the issue of vaccine shortages. Vaccine manufacturers are facing problems in procuring adjuvants f…","SJVatsal",0,3578,-1,0,"None","None","JS Listener","None","None","vaccine ",-1
1382967435968401408,"寳蓮灯",-1,"2021-04-16 08:01:45","None",416,"Thu Jan 07 14:39:15 +0000 2021","None",1347190709019766785,"None","RT @wenyangsihai: The Whistleblower Movement and the New Federal State of China have told you that the real disaster is the vaccine economy…","NCDJnCjWm5Wx0fV",0,149,-1,0,"None","None","JS Listener","None","None","vaccine ",-1
1382967401814319104,"robb woolford",-1,"2021-04-16 08:01:37","None",160,"Sat Jul 05 12:27:05 +0000 2014","warwickshire",2605422145,"None","RT @IsabelOakeshott: URGENT: Do you believe in forced vaccination? If not, please support this landmark legal case with whatever you can ma…","woolfordrobert",0,59,-1,0,"None","None","JS Listener","None","None","vaccine ",-1
1382967401814319104,"robb woolford",-1,"2021-04-16 08:01:37","None",160,"Sat Jul 05 12:27:05 +0000 2014","warwickshire",2605422145,"None","RT @IsabelOakeshott: URGENT: Do you believe in forced vaccination? If not, please support this landmark legal case with whatever you can ma…","woolfordrobert",0,59,-1,0,"None","None","JS Listener","None","None","vaccine ",-1
1382967392469389312,"Chris",205622130,"2021-04-16 08:01:35","None",164,"Mon Sep 14 00:26:51 +0000 2020","None",1305301915471933440,"None","@KremlinRussia_E This is the truth- Global warming is the satanic inversion of the rainbow. It’s not going to flood. Earthquakes and volcanoes only by Gods hand, if your people are with God and close to his sons heart. That’s the best bet you can make","Chris22491643",0,18,1382693923257253902,0,"None","None","JS Listener","None","KremlinRussia_E","vaccine ",-1
1382967392469389312,"Chris",205622130,"2021-04-16 08:01:35","None",164,"Mon Sep 14 00:26:51 +0000 2020","None",1305301915471933440,"None","@KremlinRussia_E This is the truth- Global warming is the satanic inversion of the rainbow. It’s not going to flood. Earthquakes and volcanoes only by Gods hand, if your people are with God and close to his sons heart. That’s the best bet you can make","Chris22491643",0,18,1382693923257253902,0,"None","None","JS Listener","None","KremlinRussia_E","vaccine ",-1
1382967383640346625,"Sanatan यात्री Eternal 🙂- धीरज Dheeraj G God🙏🏼",-1,"2021-04-16 08:01:33","None",1278,"Mon Feb 05 09:45:20 +0000 2018","~One Kind World~",960449249518477312,"None","RT @MarkAlanMarks1: *********************** VACCINE DEATHS &amp; ADVERSE REACTIONS *********************** I$q$m sometimes asked for this link...…","Dheerajgod",0,362,-1,0,"None","None","JS Listener","None","None","vaccine ",-1
1382967386853277699,"Bruce Barker",-1,"2021-04-16 08:01:33","None",1632,"Tue Sep 22 15:18:28 +0000 2009","South Wales, United Kingdom",76358578,"None","RT @JamesMelville: Vaccine passports are a form of psychological coercion to give people social freedoms while taking away personal health…","barker1641",0,728,-1,0,"None","None","JS Listener","None","None","vaccine ",-1
