"tweetid","name","inreplyuserid","createdat","timezone","friendscount","accountcreated","location","userid","xcoordinate","message","screenname","favoritecount","followerscount","inreplytweetid","retweetcount","utcoffset","ycoordinate","dataagent","place","inreplyscreenname","category","annotation"
1383363317553537028,"Joe",237826875,"2021-04-17 10:14:51","None",24,"Wed Nov 28 08:01:29 +0000 2018","Dublin City, Ireland",1067689922985947136,"None","@DonnellyStephen ,I am 52, have an ASD, high blood pressure and take immunosuppressive medication. You are telling me I have to wait for a vaccination even longer? How many under 30ties are in hospital or ICU?","PadraighS",0,11,-1,0,"None","None","JS Listener","None","DonnellyStephen","vaccine ",1
1383363320246202376,"ranjan mishra",-1,"2021-04-17 10:14:51","None",120,"Wed Dec 25 14:54:00 +0000 2013","None",2261559518,"None","RT @wranjantweets: Better to go for full lockdown for  2 weeks and in the mean time vaccinate the people who are liable to go out side for…","wranjantweets",0,12,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383363316307828745,"Israel in Ireland",-1,"2021-04-17 10:14:50","None",1662,"Wed Sep 16 10:51:11 +0000 2009","Dublin, Republic of Ireland",74702868,"None","Over 80 000 Muslims allowed to gather in Jerusalem for first Friday of #Ramadan. Israel opening up after rapid #Covid vaccine rollout and developing herd immunity. #ramadanmubarak   https://t.co/JiT7GG5Mul","IsraelinIreland",0,12738,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383363309672419328,"Jo Common Pigeon",975455102,"2021-04-17 10:14:49","None",55,"Sat Mar 07 19:22:37 +0000 2020","🗺️Somewhere 🕛🕑🕖",1236371478276460545,"None","@ReidWRDudar @iheartedmonton Are there issues w/ getting the message out? Does everyone know how to register, locations of avail slots, when they$q$re eligible, if they can get on waiting lists? Is there support for people to miss work for vaccine apptmts?   e.g. Why wasn$q$t Edm Expo at capacity.","Jo_can_and_will",0,10,1383316295614038020,0,"None","None","JS Listener","None","ReidWRDudar","vaccine ",1
1383363310045700100,"தனி ஒருவன்...💫",-1,"2021-04-17 10:14:49","None",347,"Wed Dec 07 08:52:19 +0000 2011","சென்னை",430539458,"None","RT @isai_: 2nd dose vaccination today for family elders. Age 83 &amp; 78! Go out and get vaccinated immediately if you’re above 45! Don’t delay…","gklravi",0,336,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383363311215935490,"Carla Spade 🌸 🥛 #KBF",-1,"2021-04-17 10:14:49","None",2157,"Fri Jan 09 18:54:30 +0000 2015","None",2970247138,"None","RT @JamesMelville: Some may argue that vaccine passports are the first step towards eradicating a disease. Rather, they are the first step…","CarlaSpade",0,2548,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383363307059355651,"Symbol",-1,"2021-04-17 10:14:48","None",246,"Fri Nov 20 04:58:19 +0000 2020","India ",1329650201796042754,"None","RT @MeghUpdates: No Haj without Two #COVID19Vaccine doses : Haj Committee of India  PS : Adhar/Document Must for Vaccination","Kausheya",0,19,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383363302382735364,"Ramya Iyer(NaMo Bajan Mandali)",-1,"2021-04-17 10:14:47","None",1268,"Tue Feb 07 12:25:28 +0000 2017","Planet Earth",828942752503197696,"None","RT @Kaalateetham: So many assumptions &amp; confusion  The solution is simple  1) Covid Appropriate Behaviour  2) Vaccination","SriRamya21",0,5911,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383363296179363842,"John Wardle",861589499024945153,"2021-04-17 10:14:46","None",30,"Mon Feb 23 18:34:36 +0000 2009","Isle of Man",21677751,"None","@moonbase71 I think that, because UK has reacted quickly with vaccination, many think the pandemic is nearly over when in fact there$q$s several years yet to go as it spreads worldwide, more countries vaccinate. New variants constantly challenge our defences, esp the immunity from vaccine.","malew51",0,144,1383355149389762563,0,"None","None","JS Listener","None","moonbase71","vaccine ",1
1383363296833654787,"Deepak",-1,"2021-04-17 10:14:46","None",789,"Fri Oct 06 07:40:03 +0000 2017","coimbatore, tamilnadu",916206403580084224,"None","RT @MayonTweets: The only solution that$q$s effective before and after vaccination for Covid   Spread it to the max in all your WhatsApp grou…","Deepakcovai",0,901,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383363288348565511,"TiYa III",-1,"2021-04-17 10:14:44","None",452,"Mon Sep 09 05:20:41 +0000 2013","None",1839960085,"None","RT @benwonx: รมว.ท่องเที่ยวมัลดีฟส์ประกาศเตรียมฉีดวัคซีนให้นักท่องเที่ยวต่างชาติที่เดินทางเช้าประเทศ ผ่านโครงการ 3V คือ Visit, Vaccinate แล…","TThiyaaaa",0,104,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383363290244423681,"Libby Fisher",-1,"2021-04-17 10:14:44","None",5001,"Wed Sep 08 02:00:11 +0000 2010","Wandering the southeast",188161602,"None","RT @nowthisnews: Reminder: Don’t post your full vaccination card! https://t.co/vxIAJRTKOJ","egfisher61",0,3464,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383363285836197890,"Rajesh Gupta",461841349,"2021-04-17 10:14:43","None",12,"Tue Jan 22 14:49:36 +0000 2013","Delhi",1111747789,"None","@ZeeNews Our Modi Goverment is responsible for #Covid 2.0 spread in India, they have not allowed Vaccination to the most exposed citizen like me. We are dying from Corona,  but no Vaccine for us. BJP is not doing good in arrogance of Power, don$q$t vote for BJP.","clusterIndian",0,15,1383361096371765250,0,"None","None","JS Listener","None","ZeeNews","vaccine ",1
1383363282547863558,"V9द गुर्जर",-1,"2021-04-17 10:14:42","None",201,"Fri Apr 24 12:51:42 +0000 2020","Sojat Road, India",1253667804995358720,"None","RT @MeghUpdates: No Haj without Two #COVID19Vaccine doses : Haj Committee of India  PS : Adhar/Document Must for Vaccination","VinodGu33365958",0,212,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383363282833084418,"#Justice4GrouseBeater:ConfidenceO$q$erFear",-1,"2021-04-17 10:14:42","None",20,"Sun Jul 31 14:30:57 +0000 2011","Stirling, TheNationOfScotland",345981451,"None","RT @cwlcymro: Remember how much attention Wales$q$ vaccination programme received when it was sightly behind the other nations? https://t.co/…","make1tpos1t1ve",0,581,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383363276549943307,"Munish Kumar Verma",-1,"2021-04-17 10:14:41","None",254,"Wed Jan 01 12:46:16 +0000 2020","None",1212354190502006784,"None","RT @Anantpandey02: The Prick first exported 6 crore vaccines for cheap publicity and is now importing vaccines to vaccinate Indians. 👎👎😔…","MunishKumarVe17",0,538,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383363277955108870,"pn",-1,"2021-04-17 10:14:41","None",596,"Sat Apr 29 13:01:08 +0000 2017","None",858305147654422528,"None","RT @bongtao: ไอเดียเรื่อง vaccine tourism คือไปเที่ยวต่างประเทศแล้วได้ฉีดวัคซีนไปด้วยในตัวนี่ไม่ใช่เรื่องตลกขำๆแล้วนะ มัลดีฟส์จะเอาจริงแล้ว…","peawpeawpreaw",0,23,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383363273332989957,"De Eminent",1308345309043421184,"2021-04-17 10:14:40","None",873,"Wed Apr 22 14:46:25 +0000 2020","None",1252971938621816832,"None","@WuPeng_MFAChina Especially West African countries are looking for China to start issuance of Visa to enable them to come china and initiate and strengthen their business ties. I commend #China effort in helping africa to fight this pandemic as vaccination program has gained momentum in africa","Austinewealthma",0,359,1383352911858520066,0,"None","None","JS Listener","None","WuPeng_MFAChina","vaccine ",1
1383363273609732100,"Lindsay Houston",-1,"2021-04-17 10:14:40","None",846,"Wed Oct 07 20:48:39 +0000 2020","Asheville, NC",1313944235452891144,"None","RT @nowthisnews: Reminder: Don’t post your full vaccination card! https://t.co/vxIAJRTKOJ","Lindsay68365003",0,597,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383363267209269254,"B",-1,"2021-04-17 10:14:39","None",214,"Sun Jul 07 10:30:47 +0000 2019","None",1147815215771242497,"None","RT @bongtao: ไอเดียเรื่อง vaccine tourism คือไปเที่ยวต่างประเทศแล้วได้ฉีดวัคซีนไปด้วยในตัวนี่ไม่ใช่เรื่องตลกขำๆแล้วนะ มัลดีฟส์จะเอาจริงแล้ว…","yellowmatcho",0,25,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383363269176352770,"ตอทอ",-1,"2021-04-17 10:14:39","None",791,"Fri Nov 11 02:50:42 +0000 2011","None",409687677,"None","RT @benwonx: รมว.ท่องเที่ยวมัลดีฟส์ประกาศเตรียมฉีดวัคซีนให้นักท่องเที่ยวต่างชาติที่เดินทางเช้าประเทศ ผ่านโครงการ 3V คือ Visit, Vaccinate แล…","imtangthai",0,622,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383363263002406917,"iqadi 🌼",-1,"2021-04-17 10:14:38","None",323,"Fri Feb 09 04:00:34 +0000 2018","South Africa",961812037016764417,"None","RT @popped_sugar: The Maldives is offering to vaccinate people who come to the island. That’s how bad they need tourists 😪 to keep the econ…","lilonosnitch",0,710,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383363254194368516,"Santosh Kumar🗨️",-1,"2021-04-17 10:14:36","None",3522,"Fri Oct 01 16:51:31 +0000 2010","India",197488790,"None","RT @ANI: The cause for the surge in COVID cases is multifactorial. But 2 main causes are-when in Jan/Feb vaccination started&amp;cases went dow…","kr__santosh",0,668,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383363255112855554,"🥺",-1,"2021-04-17 10:14:36","None",175,"Tue Aug 01 14:09:24 +0000 2017","None",892386787498184704,"None","RT @bongtao: ไอเดียเรื่อง vaccine tourism คือไปเที่ยวต่างประเทศแล้วได้ฉีดวัคซีนไปด้วยในตัวนี่ไม่ใช่เรื่องตลกขำๆแล้วนะ มัลดีฟส์จะเอาจริงแล้ว…","_Annyeongg_",0,15,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383363255742042117,"ก็ว่าไม่อยากเรียนออนไลน์นะ",-1,"2021-04-17 10:14:36","None",417,"Thu Oct 19 13:26:30 +0000 2017","None",921004630007414784,"None","RT @bongtao: ไอเดียเรื่อง vaccine tourism คือไปเที่ยวต่างประเทศแล้วได้ฉีดวัคซีนไปด้วยในตัวนี่ไม่ใช่เรื่องตลกขำๆแล้วนะ มัลดีฟส์จะเอาจริงแล้ว…","Mellowonderfull",0,45,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383363252084568065,"danzig138",47747074,"2021-04-17 10:14:35","None",194,"Wed May 06 04:46:50 +0000 2015","Oklahoma, USA",3238087157,"None","@brianschatz I got that vaccine.   That$q$s it. That$q$s my positive vaccine story.","danzig138",0,132,1383243136651038726,0,"None","None","JS Listener","None","brianschatz","vaccine ",1
1383363249987489792,"Lyndsey 😃",2624508834,"2021-04-17 10:14:35","None",559,"Mon Jul 20 21:35:20 +0000 2020","None",1285327378273767424,"None","@AnungUnRama50 @Warnzwifey I have read papers that shows flu vaccine makes u more susceptible to other virus. I’ve also read about the meningitis belt in Africa. The vaccine works to sterilise the vax strains but allows for the rise in none vax strains. Clever these viruses ain’t they!!","lyndsey70464887",0,254,1382360345671516162,0,"None","None","JS Listener","None","AnungUnRama50","vaccine ",1
1383363252525015049,"Nichola, deeds not words",973738226161717248,"2021-04-17 10:14:35","None",695,"Wed Apr 03 23:31:40 +0000 2013","West Yorkshire",1325671856,"None","@virgosam70 I was amazed with the people who agreed to do their vaccination ad! Who does anything for that shit show, enabling them in their $q$we are the people paper$q$. No idea how people fall for their flim flam.","NicholaZaffino",0,190,1383348328243466254,0,"None","None","JS Listener","None","virgosam70","vaccine ",1
1383363253120606210,"felix",-1,"2021-04-17 10:14:35","None",194,"Sun Aug 26 21:38:43 +0000 2018","ikea",1033831127348391936,"None","RT @RikerGoogling: is there a vaccine to prevent police","felixiplier_",0,113,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383363248624336900,"Berojgaar Satyam Kumar Arya",-1,"2021-04-17 10:14:34","None",393,"Mon Jun 29 09:20:28 +0000 2020","Patna, India",1277532168122626048,"None","RT @priyankagandhi: Shocking that while COVID ravages India, from being a vaccine exporter, it has been compelled to become a vaccine impor…","SatyamKumarAry7",0,456,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383363242492186626,"Mariana Dhella 💭",-1,"2021-04-17 10:14:33","None",280,"Sun Dec 13 05:32:15 +0000 2009","EARTH !!!!",96492976,"None","RT @nowthisnews: Reminder: Don’t post your full vaccination card! https://t.co/vxIAJRTKOJ","imdearmariana",0,641,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383363244543266818,"Kanumuri Murali Nagendra Varma🇮🇳",328488119,"2021-04-17 10:14:33","None",53,"Sun Jul 14 05:16:43 +0000 2019","Guntur, India",1150272892111749120,"None","@abhaynolkha @pibvijayawada @ArogyaAndhra @COVIDNewsByMIB @MIB_India @MoHFW_INDIA @mygovindia @DDNewsAndhra @AIRVsp @AIRVijayawada @airnews_vja No Vaccine in Andhra Pradesh  But today Delevered in gannavaram airport available Now please TAKE VACCINE NOW BE SAFE","MuraliKanumuri",0,39,1383016642838339584,0,"None","None","JS Listener","None","abhaynolkha","vaccine ",1
1383363237303906315,"BioUnit",-1,"2021-04-17 10:14:32","None",219,"Thu Jul 06 01:29:45 +0000 2017","None",882773529590087680,"None","RT @AlexBerenson: Meanwhile, India is turning into another #Covid vaccine success story! On the left, vaccinations (up 7x since Feb. 28). O…","continu_um",0,182,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383363228948860928,"Greg Flowers",-1,"2021-04-17 10:14:30","None",744,"Tue Feb 14 03:46:01 +0000 2017","In Heath$q$s head",831348747065925632,"None","RT @DailyCaller: GOV. DESANTIS: “If you get a vaccine... you’re immune and so act immune. If you tell people the opposite... that it’s not…","_gflowers_",0,207,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383363226411233283,"Aly^^ 🇪🇺🇺🇲",-1,"2021-04-17 10:14:29","None",604,"Sat Apr 11 12:28:09 +0000 2015","None",3156179848,"None","RT @schengen_info: Spain Preparing to Permit Restriction-Free Travel for Vaccine Certificate Holders From June  https://t.co/gOBfmccpJJ","Aly07_US_EU",0,347,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383363221545906189,"Eileen Gamble🏳️‍🌈",-1,"2021-04-17 10:14:28","None",2973,"Thu May 09 21:09:43 +0000 2013","None",1416477037,"None","I think we can safely say that when an Irish politician gives $q$Science$q$ as their reason for yet another change/mess-up of the vaccination process u-turn, they are referring to Political science and not medical.","eileen_gamble",0,1108,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383363222414118919,"Gowtham",-1,"2021-04-17 10:14:28","None",4953,"Sun Jul 01 02:08:28 +0000 2018","Gobichettipalayam, Tamilnadu",1013242906637885441,"None","RT @Inferno1510: My Mom is a Cancer Survivor. Doing well after Taking the Vaccine. We are much indebted to Modern medicine for all her prog…","Gowthi18",0,1989,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383363223517163524,"Gobinda Dalbera",-1,"2021-04-17 10:14:28","None",107,"Mon Oct 12 05:56:23 +0000 2020","None",1315531664471203845,"None","RT @drharshvardhan: #LargestVaccineDrive   🔹 26.14 L+ #COVID19vaccine doses administered till 8 pm today.   🔸Nearly 12 cr cumulative vaccin…","dalbera_gobinda",0,85,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383363216038776836,"💚🐷🐰❤ 爱你 เลิกซื้อตุ๊กตาเถอะนะพลีส",-1,"2021-04-17 10:14:27","None",115,"Sat Jan 12 08:51:39 +0000 2019","None",1084010004535861248,"None","RT @bongtao: ไอเดียเรื่อง vaccine tourism คือไปเที่ยวต่างประเทศแล้วได้ฉีดวัคซีนไปด้วยในตัวนี่ไม่ใช่เรื่องตลกขำๆแล้วนะ มัลดีฟส์จะเอาจริงแล้ว…","babiiipan",0,8,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383363212305862659,"ForeverAlone.",-1,"2021-04-17 10:14:26","None",2220,"Thu Apr 07 19:42:28 +0000 2011","Pune, India",278693491,"None","RT @ANI: The cause for the surge in COVID cases is multifactorial. But 2 main causes are-when in Jan/Feb vaccination started&amp;cases went dow…","nikhilmufc23",0,393,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383363214373658626,"Jo Mirek",-1,"2021-04-17 10:14:26","None",3705,"Tue Jan 28 20:58:48 +0000 2014","None",2316065196,"None","RT @DDawgly: Deaths Following COVID Experimental “Vaccines” More than Total Vaccine Deaths for Past 13 Years. August 1, 2007 - November 30,…","JosMirek",0,1791,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383363214746914822,"Varun Godse",-1,"2021-04-17 10:14:26","None",248,"Sun Dec 23 14:54:13 +0000 2018","Pune, India",1076853489609756672,"None","RT @ANI: The cause for the surge in COVID cases is multifactorial. But 2 main causes are-when in Jan/Feb vaccination started&amp;cases went dow…","VarunGodse",0,56,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383363209378222086,"▀▄▀▄▀▄ 🎀Neetu Seth🎀 ▄▀▄▀▄▀",-1,"2021-04-17 10:14:25","None",1090,"Wed Dec 06 16:09:17 +0000 2017","New Delhi & Varanasi, India..",938440215483445248,"None","RT @Kaalateetham: So many assumptions &amp; confusion  The solution is simple  1) Covid Appropriate Behaviour  2) Vaccination","neetuseth7",0,1845,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383363210598780928,"((MS__no__nothing))",-1,"2021-04-17 10:14:25","None",2207,"Mon Dec 29 15:27:11 +0000 2008","MiddleEarth",18451397,"None","Coronavirus (COVID-19) Update: April 13, 2021 | FDA I have black friends in NYC who still can$q$t get vaccinated. A travesty. And now talk of a vaccine once a year? https://t.co/3GcDgerhap","msnonothing1",0,310,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383363211450208261,"தமிழன்",-1,"2021-04-17 10:14:25","None",2051,"Fri Jan 03 14:32:08 +0000 2014","None",2260127385,"None","RT @sundartsp: Covid Vaccination போட்டவங்க RT பண்ணுங்க, பிளான் பண்றவங்க லைக் பண்ணுங்க.","dhandaa75",0,2514,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383363204085022729,"Charan Kumar",-1,"2021-04-17 10:14:24","None",164,"Thu Aug 29 16:16:38 +0000 2019","Avadi",1167108757802799105,"None","When state Govts are requesting for oxygen cylinders and vaccines , when are people are dying of COVID, when people are affected massively by COVID and when the vaccine producers are begging USA to lift the ban on vaccine raw materials, our shameless PM is campaigning in bengal😡","itscharankumar",0,147,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383363206534492160,"HRCisTrue45🖐🏻🖐🏾",-1,"2021-04-17 10:14:24","None",4979,"Sat Feb 12 23:16:49 +0000 2011","None",251341054,"None","RT @NYGovCuomo: Vaccination Update:   40.2% of New Yorkers have received at least one vaccine dose and 27.0% have completed their vaccine s…","Corinne4Hillary",0,4405,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383363201782272008,"Save me~",-1,"2021-04-17 10:14:23","None",314,"Sat Mar 02 07:49:04 +0000 2013","None",1233462295,"None","RT @bongtao: ไอเดียเรื่อง vaccine tourism คือไปเที่ยวต่างประเทศแล้วได้ฉีดวัคซีนไปด้วยในตัวนี่ไม่ใช่เรื่องตลกขำๆแล้วนะ มัลดีฟส์จะเอาจริงแล้ว…","JaneLucifer",0,47,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383363197931986953,"Phly Kamikaze",15164565,"2021-04-17 10:14:22","None",382,"Thu May 06 16:15:12 +0000 2010","None",140882800,"None","@Slate $q$The best vaccine is the one that goes into your arm.$q$","Closebutnah",0,134,1383356242857365506,0,"None","None","JS Listener","None","Slate","vaccine ",1
1383363193121083395,"👑 cheetahbabe ft. 🕊️ |||",-1,"2021-04-17 10:14:21","None",385,"Sat Dec 17 10:07:20 +0000 2016","None",810063821771591681,"None","RT @benwonx: รมว.ท่องเที่ยวมัลดีฟส์ประกาศเตรียมฉีดวัคซีนให้นักท่องเที่ยวต่างชาติที่เดินทางเช้าประเทศ ผ่านโครงการ 3V คือ Visit, Vaccinate แล…","xxbabiizz",0,8,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383363183197376513,"Mick Fealty",-1,"2021-04-17 10:14:19","None",465,"Mon May 21 23:34:08 +0000 2007","Belfast | Gloucestershire",6212382,"None","RT @healthdpt: If you$q$re eligible for a #COVID19 vaccine, book your appointment today.  📖Info on eligibility https://t.co/ygDvQlhn3L    💻Bo…","mickfealty",0,15129,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383363180932460546,"surendar",-1,"2021-04-17 10:14:18","None",3392,"Tue May 28 06:42:48 +0000 2013","pondicherry , india ",1464002294,"None","RT @FaheemYounus: Myth: Good health/fitness is my COVID vaccine  Fact: No  Your fitness won’t produce neutralizing antibodies/T-cells again…","surayviru73",0,536,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383363175089807361,"💫",-1,"2021-04-17 10:14:17","None",903,"Fri Nov 23 13:14:58 +0000 2012","cäts",966100604,"None","RT @dytiaaurinh: I repeat - educational frontliners should be prioritised to get vaccinated because they may infect the most vulnerable pop…","qsh1001",0,892,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383363172359311363,"GRACE UPON GRACE🙏",-1,"2021-04-17 10:14:16","None",551,"Sun Apr 03 17:34:53 +0000 2016","None",716680381815238657,"None","Freedom Faith Fairness.   Taoiseach: EU Commission buying “100s of millions” of new jabs💉💉 to vaccinate children. https://t.co/4aQte4EEQ6","freedomfaith7",0,61,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383363172359311363,"GRACE UPON GRACE🙏",-1,"2021-04-17 10:14:16","None",551,"Sun Apr 03 17:34:53 +0000 2016","None",716680381815238657,"None","Freedom Faith Fairness.   Taoiseach: EU Commission buying “100s of millions” of new jabs💉💉 to vaccinate children. https://t.co/4aQte4EEQ6","freedomfaith7",0,61,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383363163492552714,"aradhna",-1,"2021-04-17 10:14:14","None",732,"Fri Sep 01 12:27:19 +0000 2017","Uttar Pradesh, India",903595119462330368,"None","RT @priyankagandhi: Shocking that while COVID ravages India, from being a vaccine exporter, it has been compelled to become a vaccine impor…","chetna2104",0,1078,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383363163538657281,"chandnimathur",-1,"2021-04-17 10:14:14","None",138,"Sat Jul 27 20:45:53 +0000 2013","None",1626280508,"None","RT @virsanghvi: The PM is ordering oxygen, increasing vaccine production, importing vaccines etc. So where was he for so many weeks when we…","chandnimathur5",0,31,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383363164776001537,"Sumit Dangi",-1,"2021-04-17 10:14:14","None",89,"Sat Aug 29 06:36:18 +0000 2020","None",1299596669906874373,"None","RT @priyankagandhi: Shocking that while COVID ravages India, from being a vaccine exporter, it has been compelled to become a vaccine impor…","SumitDangiINC",0,35,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383363164826263558,"Akanksha Ola",-1,"2021-04-17 10:14:14","None",466,"Mon May 08 16:00:12 +0000 2017","Model Town, Delhi ",861611700243415040,"None","RT @priyankagandhi: Shocking that while COVID ravages India, from being a vaccine exporter, it has been compelled to become a vaccine impor…","akankshaolaINC",0,18764,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383363158694264841,"Aruna Krishnan അരുണ കൃഷ്ണൻ अरुणा कृष्णन 🇮🇳",-1,"2021-04-17 10:14:13","None",1140,"Wed Aug 05 03:32:27 +0000 2009","Kochi, Kerala, India",63020100,"None","RT @ANI: We have to remember that no vaccine is 100% efficient. You may get the infection but the antibodies in our body will not allow the…","Arunakrishnan",0,2247,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383363160355217418,"मैं भारतवासी 🇮🇳",-1,"2021-04-17 10:14:13","None",454,"Fri Aug 23 18:58:23 +0000 2013","India",1694574062,"None","RT @vagishasoni: Did this guy take the vaccine or made an appeal to get vaccinated? https://t.co/SnU9YEYRAg","iBharatwasi",0,1119,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383363155095547910,"Dhaneshwar Patidar",-1,"2021-04-17 10:14:12","None",2248,"Sat Oct 07 08:42:15 +0000 2017","Dungarpur, India",916584442277199872,"None","RT @JyotiKarma7: The only vaccine for all the anti national viruses within the country and enemies outside the country.   @narendramodi ji…","Dhaneshwar29",0,746,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383363156831924227,"Afternoon",-1,"2021-04-17 10:14:12","None",1,"Tue Jan 02 07:19:02 +0000 2018","Publicity Print House,                      125-126, Eighth Street, Gandhipuram, Coimbatore-12. Ph: 0422-2496405",948091243891802112,"None","https://t.co/ozWXxOOncP Free corona vaccination camp at EEDISSIA","Afternooncbe",0,7,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383363152973221889,"Darren Roche",-1,"2021-04-17 10:14:11","None",4577,"Thu Jan 31 13:40:43 +0000 2013","Dublin💙 Carlow 🏡 Ireland ",1137028129,"None","RT @Pb4Pd15: So after weeks of attacking teachers for looking for vaccines the government is now going to vaccinate people under 30. I wond…","DarrenPBP_SNA",0,3996,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383363144861446151,"Kim",14157134,"2021-04-17 10:14:10","None",5001,"Thu Mar 30 10:47:07 +0000 2017","UK",847399784952455168,"None","@Peston Maybe its because vaccine components are made in #India ? Meanwhile, apparently its fine for my clinically vulnerable child who only has an oxygen level of 82% to stop shielding? Yup, we don$q$t take advice from BJ. #TorySleaze #ToryCorruption #ToryCronyism #SARSCoV2 #COVID19India","MumOlsson",0,1638,1382728265278885893,0,"None","None","JS Listener","None","Peston","vaccine ",1
1383363148120395780,"Truth Seeker",-1,"2021-04-17 10:14:10","None",148,"Thu Apr 16 11:31:44 +0000 2020","None",1250748654543089665,"None","RT @FreedomIsrael_: Healthy 2 year old girl whose parents decided to put her forward to help with the testing of the #Pfizer vaccine on sma…","ExposeDarkness_",0,46,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383363148531388425,"roxanne mayorca",-1,"2021-04-17 10:14:10","None",347,"Tue Oct 09 06:14:57 +0000 2012","None",869317740,"None","RT @TheBabylonBee: Man Can’t Wait To Get Vaccine So He Can Go Back To Isolating While Wearing A Mask But Now Doing So While Vaccinated http…","rmayoc",0,25,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383363141803778053,"Kevin Mar-Molinero",-1,"2021-04-17 10:14:09","None",1908,"Tue Nov 13 08:32:34 +0000 2018","London & Southampton, England ",1062261927785779201,"None","RT @nowthisnews: Reminder: Don’t post your full vaccination card! https://t.co/vxIAJRTKOJ","Kevmarmol_CT",0,617,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383363142164512775,"Micheál",-1,"2021-04-17 10:14:09","None",1007,"Thu Jun 13 13:08:55 +0000 2019","Kerry & Cork",1139157703182434304,"None","A few weeks ago: We will vaccinate those performing essential &amp; high risk roles (except family carers).  Last week: Forget that. We will now vaccinate older people first &amp; then by descending age -- it$q$s the science &amp; cannot be argued with!  This week: Vaccinate the under 30s.","momlgn",0,1613,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383363143527657477,"Mysti Berry",-1,"2021-04-17 10:14:09","None",2479,"Wed Sep 29 04:36:57 +0000 2010","San Francisco",196464059,"None","Awake at 3 AM Cali time. So nervous about my 2nd vax shot — that something will happen to prevent me getting it. Driving to Stockton to get it before the first shot expires...I just want to hug my sis-in-law again! Dang it!!!! #COVID19Vaccination","MystiBerry",0,1340,-1,0,"None","None","JS Listener","San Francisco, CA","None","vaccine ",1
